Area_Name,Year,Group_Code,Group_Name,Cases_Property_Recovered,Cases_Property_Stolen,Value_of_Property_Recovered,Value_of_Property_Stolen
Uttarakhand,2004,1,Cattle,15,28,317500,457200
Uttarakhand,2004,2, Electronic Components,39,114,3504450,9992835
Uttarakhand,2004,3, Cultural Property including Antiques,3,10,430000,1096001
Uttarakhand,2004,4,Motor Vehicles,26,46,64950,359200
Uttarakhand,2004,5, Fire Arms/Explosive Substances,224,942,11550000,34861066
Uttarakhand,2004,6, Other Property,484,1596,9689768,39115963
Uttarakhand,2004,7, Robbery,558,1665,12375401,43566640
Uttarakhand,2004,8, Criminal Breach of Trust,0,0,0,0
Uttarakhand,2005,1,Cattle,7,13,248000,471000
Uttarakhand,2005,2, Electronic Components,30,127,3756512,18461812
Uttarakhand,2005,3, Cultural Property including Antiques,10,80,1905000,4717000
Uttarakhand,2005,4,Motor Vehicles,23,42,46000,538530
Uttarakhand,2005,5, Fire Arms/Explosive Substances,260,1042,14362574,51925800
Uttarakhand,2005,6, Other Property,547,1585,12545394,40108994
Uttarakhand,2005,7, Robbery,618,1697,18882233,57702865
Uttarakhand,2005,8, Criminal Breach of Trust,0,0,0,0
Uttarakhand,2006,1,Cattle,12,16,272000,343000
Uttarakhand,2006,2, Electronic Components,45,130,5962250,18004184
Uttarakhand,2006,3, Cultural Property including Antiques,10,24,2102000,4952000
Uttarakhand,2006,4,Motor Vehicles,18,42,497350,1156908
Uttarakhand,2006,5, Fire Arms/Explosive Substances,262,998,19040400,58572400
Uttarakhand,2006,6, Other Property,546,1336,9788600,38307352
Uttarakhand,2006,7, Robbery,609,1512,16081559,55722094
Uttarakhand,2006,8, Criminal Breach of Trust,0,0,0,0
Uttarakhand,2007,1,Cattle,14,21,319000,394000
Uttarakhand,2007,2, Electronic Components,47,149,8209850,24762850
Uttarakhand,2007,3, Cultural Property including Antiques,4,8,1765000,3265000
Uttarakhand,2007,4,Motor Vehicles,14,37,28000,526000
Uttarakhand,2007,5, Fire Arms/Explosive Substances,276,1090,24158000,71255000
Uttarakhand,2007,6, Other Property,595,1552,20211196,65895539
Uttarakhand,2007,7, Robbery,634,1677,27508869,79862105
Uttarakhand,2007,8, Criminal Breach of Trust,0,0,0,0
Uttarakhand,2008,1,Cattle,24,44,3209500,6882500
Uttarakhand,2008,2, Electronic Components,46,145,5109919,21283419
Uttarakhand,2008,3, Cultural Property including Antiques,3,15,2900000,6540000
Uttarakhand,2008,4,Motor Vehicles,25,40,423300,1194400
Uttarakhand,2008,5, Fire Arms/Explosive Substances,312,1290,21312000,75139100
Uttarakhand,2008,6, Other Property,534,1283,18331901,63618860
Uttarakhand,2008,7, Robbery,615,1657,29543098,92092083
Uttarakhand,2008,8, Criminal Breach of Trust,0,0,0,0
Uttarakhand,2009,1,Cattle,22,31,376000,499000
Uttarakhand,2009,2, Electronic Components,31,111,6475200,18809200
Uttarakhand,2009,3, Cultural Property including Antiques,10,40,7610000,17757000
Uttarakhand,2009,4,Motor Vehicles,17,24,189360,489860
Uttarakhand,2009,5, Fire Arms/Explosive Substances,458,1404,38058600,96479800
Uttarakhand,2009,6, Other Property,563,1029,12201324,45658922
Uttarakhand,2009,7, Robbery,709,1515,27801271,80983148
Uttarakhand,2009,8, Criminal Breach of Trust,0,0,0,0
Uttarakhand,2010,1,Cattle,25,31,785000,960000
Uttarakhand,2010,2, Electronic Components,36,107,6906400,18623150
Uttarakhand,2010,3, Cultural Property including Antiques,15,30,9601500,23219850
Uttarakhand,2010,4,Motor Vehicles,22,32,252000,756300
Uttarakhand,2010,5, Fire Arms/Explosive Substances,488,1706,39830400,119003200
Uttarakhand,2010,6, Other Property,663,1307,25967085,61939540
Uttarakhand,2010,7, Robbery,829,1940,42783226,104153225
Uttarakhand,2010,8, Criminal Breach of Trust,0,0,0,0
West Bengal,2001,1,Cattle,69,217,331165,1315380
West Bengal,2001,2, Electronic Components,365,1181,36922499,81348522
West Bengal,2001,3, Cultural Property including Antiques,79,176,6799301,25830177
West Bengal,2001,4,Motor Vehicles,252,1143,3450375,14629426
West Bengal,2001,5, Fire Arms/Explosive Substances,1582,5158,103933910,293699190
West Bengal,2001,6, Other Property,3506,15696,73244708,362217683
West Bengal,2001,7, Robbery,3762,15179,81311672,285106946
West Bengal,2002,1,Cattle,54,227,271600,976625
West Bengal,2002,2, Electronic Components,259,868,48543468,142082740
West Bengal,2002,3, Cultural Property including Antiques,46,126,4325218,16097355
West Bengal,2002,4,Motor Vehicles,301,1160,1970954,15609925
West Bengal,2002,5, Fire Arms/Explosive Substances,1180,4910,142700950,448773866
West Bengal,2002,6, Other Property,4579,19650,105709420,290984523
West Bengal,2002,7, Robbery,2556,13197,92807805,319399105
West Bengal,2003,1,Cattle,52,221,327900,923275
West Bengal,2003,2, Electronic Components,280,1015,50274799,123337369
West Bengal,2003,3, Cultural Property including Antiques,85,140,24137596,64624841
West Bengal,2003,4,Motor Vehicles,449,1651,5370632,20976839
West Bengal,2003,5, Fire Arms/Explosive Substances,1254,5162,174700546,505160462
West Bengal,2003,6, Other Property,3870,12012,58020409,328411892
West Bengal,2003,7, Robbery,3281,13428,94383006,425355326
West Bengal,2004,1,Cattle,47,181,220920,787650
West Bengal,2004,2, Electronic Components,330,1137,39042507,110130374
West Bengal,2004,3, Cultural Property including Antiques,72,325,6421342,25212594
West Bengal,2004,4,Motor Vehicles,240,1056,2431272,13720068
West Bengal,2004,5, Fire Arms/Explosive Substances,1068,5336,114187348,425756350
West Bengal,2004,6, Other Property,4512,14382,90420340,395628838
West Bengal,2004,7, Robbery,3836,15212,98599549,454723209
West Bengal,2004,8, Criminal Breach of Trust,184,425,15043440,72124632
West Bengal,2005,1,Cattle,59,197,205350,782121
West Bengal,2005,2, Electronic Components,231,1101,25127564,91121713
West Bengal,2005,3, Cultural Property including Antiques,16,93,4776784,14250581
West Bengal,2005,4,Motor Vehicles,437,1421,10002963,33142594
West Bengal,2005,5, Fire Arms/Explosive Substances,940,4870,87226390,354416162
West Bengal,2005,6, Other Property,3972,11890,79198720,407349680
West Bengal,2005,7, Robbery,3413,12761,66617354,291560423
West Bengal,2005,8, Criminal Breach of Trust,207,528,14233729,54200583
West Bengal,2006,1,Cattle,43,124,153080,1100500
West Bengal,2006,2, Electronic Components,303,1576,27497577,121094150
West Bengal,2006,3, Cultural Property including Antiques,32,113,13965237,57908232
West Bengal,2006,4,Motor Vehicles,303,1047,7852491,24831545
West Bengal,2006,5, Fire Arms/Explosive Substances,856,5428,97394466,466190998
West Bengal,2006,6, Other Property,3359,12024,86624890,468634322
West Bengal,2006,7, Robbery,2475,13135,73628738,337567284
West Bengal,2006,8, Criminal Breach of Trust,243,519,18904822,77997962
West Bengal,2007,1,Cattle,36,82,313805,844605
West Bengal,2007,2, Electronic Components,259,1258,14823994,65960299
West Bengal,2007,3, Cultural Property including Antiques,27,63,2468726,15330634
West Bengal,2007,4,Motor Vehicles,433,1361,32080563,109081426
West Bengal,2007,5, Fire Arms/Explosive Substances,892,4690,46736876,273723686
West Bengal,2007,6, Other Property,2961,14448,120592840,768182375
West Bengal,2007,7, Robbery,2752,14320,79323213,553192325
West Bengal,2007,8, Criminal Breach of Trust,228,669,17147075,86764866
West Bengal,2008,1,Cattle,37,106,194578,451264
West Bengal,2008,2, Electronic Components,294,1516,25120032,87496733
West Bengal,2008,3, Cultural Property including Antiques,32,137,18579725,52663594
West Bengal,2008,4,Motor Vehicles,444,1508,19940382,126276821
West Bengal,2008,5, Fire Arms/Explosive Substances,928,5134,101389762,359866726
West Bengal,2008,6, Other Property,3708,18747,112932079,853246702
West Bengal,2008,7, Robbery,2964,18131,79205380,529726636
West Bengal,2008,8, Criminal Breach of Trust,274,853,28559906,122133036
West Bengal,2009,1,Cattle,17,81,137000,541350
West Bengal,2009,2, Electronic Components,206,1386,27170128,151354705
West Bengal,2009,3, Cultural Property including Antiques,38,183,10829630,63535874
West Bengal,2009,4,Motor Vehicles,765,2173,31545335,140445259
West Bengal,2009,5, Fire Arms/Explosive Substances,1202,7236,104967220,583739926
West Bengal,2009,6, Other Property,4346,16992,190848301,858443842
West Bengal,2009,7, Robbery,3376,18098,135026117,683435337
West Bengal,2009,8, Criminal Breach of Trust,307,896,30082932,151298531
West Bengal,2010,1,Cattle,78,215,307820,1194845
West Bengal,2010,2, Electronic Components,272,1473,31009673,135582931
West Bengal,2010,3, Cultural Property including Antiques,47,305,14557942,78256326
West Bengal,2010,4,Motor Vehicles,842,2479,618880407,2047339461
West Bengal,2010,5, Fire Arms/Explosive Substances,1244,8270,122508454,675548730
West Bengal,2010,6, Other Property,3280,17668,816909015,3688711039
West Bengal,2010,7, Robbery,3774,20474,538533676,2822163902
West Bengal,2010,8, Criminal Breach of Trust,202,997,285664678,1065026502
